UNITID,GRCOHRT,UGENTERN,PGRCOHRT,RRFTCT,RRFTEX,RRFTIN,RRFTCTA,RET_NMF,RET_PCF,RRPTCT,RRPTEX,RRPTIN,RRPTCTA,RET_NMP,RET_PCP,STUFACR
100654,1547.0,1771.0,87.0,1417.0,0.0,0.0,1417.0,840.0,59.0,60.0,0.0,0.0,60.0,15.0,25.0,19.0
100663,2172.0,3477.0,62.0,2353.0,3.0,0.0,2350.0,1937.0,82.0,54.0,0.0,0.0,54.0,29.0,54.0,18.0
100690,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,12.0
100706,1154.0,1890.0,61.0,1191.0,0.0,0.0,1191.0,955.0,80.0,13.0,0.0,0.0,13.0,4.0,31.0,17.0
100724,938.0,1067.0,88.0,797.0,0.0,0.0,797.0,475.0,60.0,93.0,0.0,0.0,93.0,19.0,20.0,14.0
100751,7981.0,9538.0,84.0,7540.0,1.0,0.0,7539.0,6535.0,87.0,53.0,0.0,0.0,53.0,32.0,60.0,19.0
100760,270.0,917.0,29.0,219.0,0.0,0.0,219.0,136.0,62.0,74.0,0.0,0.0,74.0,26.0,35.0,16.0
100812,,,,,,,,,,,,,,,,14.0
100830,384.0,794.0,48.0,517.0,1.0,0.0,516.0,362.0,70.0,22.0,0.0,0.0,22.0,5.0,23.0,15.0
100858,5282.0,6466.0,82.0,5253.0,5.0,0.0,5248.0,4860.0,93.0,57.0,1.0,0.0,56.0,41.0,73.0,20.0
100937,244.0,271.0,90.0,244.0,0.0,0.0,244.0,189.0,77.0,,,,,,,10.0
101028,191.0,839.0,23.0,172.0,0.0,0.0,172.0,105.0,61.0,99.0,0.0,0.0,99.0,21.0,21.0,15.0
101116,13.0,87.0,15.0,6.0,0.0,0.0,6.0,1.0,17.0,4.0,0.0,0.0,4.0,0.0,0.0,13.0
101143,354.0,1013.0,35.0,340.0,0.0,0.0,340.0,213.0,63.0,76.0,0.0,0.0,76.0,35.0,46.0,17.0
101161,1191.0,3174.0,38.0,1047.0,0.0,0.0,1047.0,645.0,62.0,328.0,0.0,0.0,328.0,137.0,42.0,15.0
101189,206.0,627.0,33.0,209.0,0.0,0.0,209.0,132.0,63.0,6.0,0.0,0.0,6.0,2.0,33.0,13.0
101240,808.0,1919.0,42.0,625.0,0.0,0.0,625.0,407.0,65.0,206.0,0.0,0.0,206.0,85.0,41.0,17.0
101277,,,,39.0,0.0,0.0,39.0,22.0,56.0,,,,,,,7.0
101286,494.0,1454.0,34.0,514.0,0.0,0.0,514.0,333.0,65.0,285.0,0.0,0.0,285.0,129.0,45.0,14.0
101295,947.0,3166.0,30.0,961.0,0.0,0.0,961.0,636.0,66.0,319.0,0.0,0.0,319.0,157.0,49.0,19.0
101301,238.0,1018.0,23.0,219.0,0.0,0.0,219.0,125.0,57.0,50.0,0.0,0.0,50.0,24.0,48.0,15.0
101365,15.0,141.0,11.0,2.0,0.0,0.0,2.0,1.0,50.0,2.0,0.0,0.0,2.0,1.0,50.0,14.0
101435,258.0,297.0,87.0,250.0,0.0,0.0,250.0,162.0,65.0,0.0,0.0,0.0,0.0,0.0,,14.0
101453,3.0,21.0,14.0,3.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,,8.0
101462,68.0,500.0,14.0,57.0,0.0,0.0,57.0,27.0,47.0,52.0,0.0,0.0,52.0,12.0,23.0,12.0
101471,392.0,532.0,74.0,178.0,0.0,0.0,178.0,116.0,65.0,67.0,0.0,0.0,67.0,35.0,52.0,11.0
101480,1911.0,3203.0,60.0,1782.0,0.0,0.0,1782.0,1170.0,66.0,36.0,0.0,0.0,36.0,10.0,28.0,19.0
101505,770.0,4088.0,19.0,854.0,0.0,0.0,854.0,518.0,61.0,599.0,0.0,0.0,599.0,228.0,38.0,18.0
101514,997.0,3199.0,31.0,886.0,0.0,0.0,886.0,570.0,64.0,738.0,0.0,0.0,738.0,316.0,43.0,20.0
101569,422.0,1276.0,33.0,426.0,0.0,0.0,426.0,257.0,60.0,244.0,0.0,0.0,244.0,77.0,32.0,16.0
101587,300.0,790.0,38.0,301.0,0.0,0.0,301.0,208.0,69.0,3.0,0.0,1.0,4.0,1.0,25.0,18.0
101602,369.0,1287.0,29.0,383.0,0.0,0.0,383.0,244.0,64.0,47.0,0.0,0.0,47.0,20.0,43.0,16.0
101648,195.0,212.0,92.0,179.0,0.0,0.0,179.0,73.0,41.0,,,,,,,11.0
101675,296.0,414.0,71.0,380.0,0.0,0.0,380.0,218.0,57.0,4.0,0.0,0.0,4.0,2.0,50.0,14.0
101693,272.0,655.0,42.0,250.0,0.0,0.0,250.0,170.0,68.0,3.0,0.0,0.0,3.0,3.0,100.0,14.0
101709,540.0,709.0,76.0,478.0,0.0,0.0,478.0,350.0,73.0,15.0,0.0,0.0,15.0,4.0,27.0,12.0
101736,440.0,2189.0,20.0,408.0,0.0,0.0,408.0,261.0,64.0,183.0,0.0,0.0,183.0,82.0,45.0,16.0
101879,1106.0,3297.0,34.0,985.0,0.0,0.0,985.0,752.0,76.0,28.0,0.0,0.0,28.0,8.0,29.0,18.0
101897,430.0,1127.0,38.0,352.0,0.0,0.0,352.0,256.0,73.0,98.0,0.0,0.0,98.0,57.0,58.0,17.0
101912,374.0,454.0,82.0,279.0,0.0,0.0,279.0,215.0,77.0,4.0,0.0,0.0,4.0,2.0,50.0,11.0
101994,75.0,231.0,32.0,73.0,0.0,0.0,73.0,53.0,73.0,5.0,0.0,0.0,5.0,2.0,40.0,14.0
102030,410.0,1462.0,28.0,342.0,0.0,0.0,342.0,209.0,61.0,132.0,0.0,0.0,132.0,44.0,33.0,18.0
102049,972.0,1065.0,91.0,918.0,0.0,0.0,918.0,835.0,91.0,2.0,0.0,0.0,2.0,1.0,50.0,14.0
102058,,,,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,3.0,2.0,67.0,4.0
102067,735.0,1911.0,38.0,663.0,0.0,0.0,663.0,413.0,62.0,232.0,0.0,0.0,232.0,79.0,34.0,17.0
102076,502.0,1508.0,33.0,488.0,0.0,0.0,488.0,310.0,64.0,70.0,0.0,0.0,70.0,21.0,30.0,21.0
102094,1599.0,2529.0,63.0,1749.0,0.0,0.0,1749.0,1203.0,69.0,24.0,0.0,0.0,24.0,7.0,29.0,16.0
102234,225.0,282.0,80.0,215.0,0.0,0.0,215.0,174.0,81.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0
102270,123.0,220.0,56.0,109.0,0.0,0.0,109.0,69.0,63.0,4.0,0.0,0.0,4.0,4.0,100.0,15.0
102298,113.0,172.0,66.0,216.0,0.0,0.0,216.0,164.0,76.0,9.0,0.0,0.0,9.0,9.0,100.0,22.0
102313,264.0,868.0,30.0,259.0,0.0,0.0,259.0,149.0,58.0,130.0,0.0,0.0,130.0,46.0,35.0,17.0
102368,1413.0,3040.0,46.0,1328.0,0.0,0.0,1328.0,993.0,75.0,200.0,0.0,0.0,200.0,58.0,29.0,16.0
102377,533.0,602.0,89.0,545.0,0.0,0.0,545.0,412.0,76.0,6.0,0.0,0.0,6.0,4.0,67.0,7.0
102395,,,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,100.0,11.0
102429,505.0,1775.0,28.0,450.0,0.0,0.0,450.0,297.0,66.0,204.0,0.0,0.0,204.0,133.0,65.0,13.0
102553,705.0,1772.0,40.0,489.0,0.0,0.0,489.0,324.0,66.0,152.0,0.0,0.0,152.0,71.0,47.0,11.0
102580,3.0,13.0,23.0,4.0,0.0,0.0,4.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,,3.0
102614,561.0,1456.0,39.0,396.0,0.0,0.0,396.0,276.0,70.0,46.0,0.0,0.0,46.0,20.0,43.0,11.0
102632,111.0,380.0,29.0,69.0,0.0,0.0,69.0,45.0,65.0,12.0,0.0,0.0,12.0,3.0,25.0,9.0
102669,24.0,321.0,7.0,17.0,0.0,0.0,17.0,14.0,82.0,4.0,0.0,0.0,4.0,2.0,50.0,8.0
102711,,,,65.0,0.0,0.0,65.0,55.0,85.0,152.0,0.0,0.0,152.0,118.0,78.0,12.0
102845,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,25.0
103501,,,,211.0,0.0,0.0,211.0,153.0,73.0,,,,,,,15.0
103741,,,,52.0,0.0,0.0,52.0,44.0,85.0,9.0,0.0,0.0,9.0,4.0,44.0,20.0
103893,,,,272.0,0.0,0.0,272.0,181.0,67.0,,,,,,,27.0
103909,,,,72.0,0.0,0.0,72.0,44.0,61.0,,,,,,,16.0
103927,,,,123.0,0.0,0.0,123.0,92.0,75.0,,,,,,,25.0
103954,,,,3.0,0.0,0.0,3.0,3.0,100.0,,,,,,,17.0
103963,,,,93.0,1.0,0.0,92.0,55.0,60.0,,,,,,,22.0
104090,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,24.0
104151,14980.0,19762.0,76.0,14097.0,166.0,0.0,13931.0,11892.0,85.0,153.0,5.0,0.0,148.0,74.0,50.0,19.0
104160,579.0,2499.0,23.0,515.0,0.0,0.0,515.0,327.0,63.0,1617.0,0.0,0.0,1617.0,674.0,42.0,20.0
104179,6154.0,12552.0,49.0,6012.0,11.0,0.0,6001.0,5139.0,86.0,2471.0,0.0,0.0,2471.0,1645.0,67.0,17.0
104346,367.0,2659.0,14.0,395.0,0.0,0.0,395.0,225.0,57.0,1256.0,0.0,0.0,1256.0,434.0,35.0,15.0
104391,,,,44.0,0.0,0.0,44.0,37.0,84.0,,,,,,,18.0
104425,511.0,1021.0,50.0,528.0,0.0,0.0,528.0,368.0,70.0,187.0,0.0,0.0,187.0,91.0,49.0,15.0
104443,,,,11.0,0.0,0.0,11.0,9.0,82.0,4.0,0.0,0.0,4.0,2.0,50.0,16.0
104568,,,,154.0,0.0,0.0,154.0,149.0,97.0,110.0,0.0,0.0,110.0,97.0,88.0,21.0
104577,510.0,1010.0,50.0,488.0,0.0,0.0,488.0,248.0,51.0,248.0,0.0,0.0,248.0,81.0,33.0,19.0
104586,756.0,862.0,88.0,744.0,0.0,0.0,744.0,582.0,78.0,5.0,0.0,0.0,5.0,3.0,60.0,18.0
104708,1200.0,5792.0,21.0,857.0,0.0,0.0,857.0,572.0,67.0,722.0,0.0,0.0,722.0,294.0,41.0,15.0
104717,7401.0,21161.0,35.0,6722.0,0.0,0.0,6722.0,4719.0,70.0,875.0,2.0,0.0,873.0,335.0,38.0,20.0
105145,224.0,2226.0,10.0,187.0,0.0,0.0,187.0,102.0,55.0,212.0,0.0,0.0,212.0,96.0,45.0,12.0
105154,1228.0,7235.0,17.0,823.0,0.0,0.0,823.0,523.0,64.0,675.0,0.0,0.0,675.0,275.0,41.0,15.0
105206,108.0,673.0,16.0,110.0,0.0,0.0,110.0,55.0,50.0,277.0,0.0,0.0,277.0,98.0,35.0,13.0
105215,,,,337.0,2.0,0.0,335.0,188.0,56.0,,,,,,,30.0
105297,123.0,258.0,48.0,5.0,0.0,0.0,5.0,5.0,100.0,3.0,0.0,0.0,3.0,2.0,67.0,15.0
105330,5434.0,7388.0,74.0,4749.0,2.0,0.0,4747.0,3605.0,76.0,546.0,0.0,0.0,546.0,231.0,42.0,20.0
105349,43.0,1260.0,3.0,25.0,0.0,0.0,25.0,10.0,40.0,61.0,0.0,0.0,61.0,17.0,28.0,11.0
105428,578.0,4503.0,13.0,405.0,0.0,0.0,405.0,271.0,67.0,392.0,0.0,0.0,392.0,177.0,45.0,12.0
105525,1066.0,5087.0,21.0,855.0,1.0,0.0,854.0,584.0,68.0,1441.0,0.0,0.0,1441.0,749.0,52.0,19.0
105534,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,26.0
105543,,,,121.0,0.0,0.0,121.0,77.0,64.0,,,,,,,18.0
105589,32.0,67.0,48.0,36.0,0.0,0.0,36.0,19.0,53.0,1.0,0.0,0.0,1.0,1.0,100.0,9.0
105659,,,,343.0,1.0,0.0,342.0,271.0,79.0,,,,,,,34.0
105668,162.0,8608.0,2.0,93.0,0.0,0.0,93.0,56.0,60.0,169.0,0.0,0.0,169.0,72.0,43.0,28.0
105677,,,,,,,,,,,,,,,,6.0
105747,399.0,3344.0,12.0,309.0,0.0,0.0,309.0,194.0,63.0,245.0,0.0,0.0,245.0,102.0,42.0,14.0
105792,312.0,1976.0,16.0,229.0,0.0,0.0,229.0,125.0,55.0,162.0,0.0,0.0,162.0,59.0,36.0,14.0
105899,295.0,424.0,70.0,300.0,0.0,0.0,300.0,181.0,60.0,11.0,0.0,0.0,11.0,6.0,55.0,15.0
106041,,,,835.0,5.0,0.0,830.0,516.0,62.0,,,,,,,38.0
106148,484.0,2555.0,19.0,500.0,0.0,0.0,500.0,320.0,64.0,642.0,0.0,0.0,642.0,256.0,40.0,18.0
106245,523.0,1934.0,27.0,416.0,0.0,0.0,416.0,310.0,75.0,29.0,0.0,0.0,29.0,13.0,45.0,11.0
106263,,,,,,,,,,,,,,,,20.0
106306,136.0,218.0,62.0,128.0,0.0,0.0,128.0,25.0,20.0,20.0,0.0,0.0,20.0,4.0,20.0,23.0
106315,,,,9.0,0.0,0.0,9.0,6.0,67.0,,,,,,,20.0
106324,,,,15.0,0.0,0.0,15.0,7.0,47.0,10.0,0.0,0.0,10.0,4.0,40.0,8.0
106342,144.0,187.0,77.0,138.0,0.0,0.0,138.0,70.0,51.0,0.0,0.0,0.0,0.0,0.0,,9.0
106351,,,,8.0,1.0,0.0,7.0,3.0,43.0,,,,,,,25.0
106360,,,,2.0,0.0,0.0,2.0,1.0,50.0,,,,,,,16.0
106397,7063.0,8752.0,81.0,6012.0,0.0,0.0,6012.0,5145.0,86.0,51.0,0.0,0.0,51.0,31.0,61.0,20.0
106412,504.0,709.0,71.0,590.0,1.0,0.0,589.0,347.0,59.0,87.0,0.0,0.0,87.0,18.0,21.0,13.0
106449,541.0,772.0,70.0,533.0,1.0,0.0,532.0,329.0,62.0,50.0,0.0,0.0,50.0,20.0,40.0,15.0
106458,1240.0,2128.0,58.0,1199.0,0.0,0.0,1199.0,930.0,78.0,69.0,0.0,0.0,69.0,23.0,33.0,15.0
106467,1385.0,1769.0,78.0,1078.0,0.0,0.0,1078.0,678.0,63.0,6.0,0.0,0.0,6.0,1.0,17.0,18.0
106485,374.0,993.0,38.0,249.0,0.0,0.0,249.0,169.0,68.0,1.0,0.0,0.0,1.0,1.0,100.0,12.0
106494,,,,11.0,0.0,0.0,11.0,8.0,73.0,,,,,,,19.0
106546,4.0,207.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,8.0
106625,251.0,375.0,67.0,244.0,0.0,0.0,244.0,152.0,62.0,43.0,0.0,0.0,43.0,20.0,47.0,16.0
106704,1799.0,2355.0,76.0,1844.0,0.0,0.0,1844.0,1367.0,74.0,10.0,0.0,0.0,10.0,2.0,20.0,14.0
106713,103.0,202.0,51.0,115.0,0.0,0.0,115.0,72.0,63.0,2.0,0.0,0.0,2.0,0.0,0.0,10.0
106795,181.0,537.0,34.0,173.0,0.0,0.0,173.0,136.0,79.0,57.0,0.0,0.0,57.0,22.0,39.0,17.0
106810,54.0,88.0,61.0,44.0,0.0,0.0,44.0,32.0,73.0,,,,,,,9.0
106883,99.0,544.0,18.0,122.0,0.0,0.0,122.0,67.0,55.0,19.0,0.0,0.0,19.0,12.0,63.0,11.0
106908,,,,48.0,0.0,0.0,48.0,42.0,88.0,1.0,0.0,0.0,1.0,1.0,100.0,15.0
106980,474.0,706.0,67.0,502.0,0.0,0.0,502.0,271.0,54.0,79.0,0.0,0.0,79.0,28.0,35.0,14.0
106999,186.0,283.0,66.0,179.0,0.0,0.0,179.0,80.0,45.0,23.0,0.0,0.0,23.0,6.0,26.0,13.0
107044,801.0,1119.0,72.0,744.0,0.0,1.0,745.0,629.0,84.0,2.0,0.0,3.0,5.0,2.0,40.0,15.0
107071,404.0,539.0,75.0,362.0,0.0,0.0,362.0,207.0,57.0,2.0,0.0,0.0,2.0,0.0,0.0,16.0
107080,363.0,377.0,96.0,315.0,0.0,0.0,315.0,249.0,79.0,,,,,,,11.0
107099,,,,10.0,0.0,0.0,10.0,6.0,60.0,,,,,,,25.0
107123,,,,,,,,,,,,,,,,8.0
107141,304.0,703.0,43.0,329.0,1.0,0.0,328.0,277.0,84.0,4.0,0.0,0.0,4.0,2.0,50.0,15.0
107220,,,,169.0,0.0,0.0,169.0,128.0,76.0,,,,,,,8.0
107293,,,,10.0,0.0,0.0,10.0,7.0,70.0,,,,,,,22.0
107318,56.0,156.0,36.0,85.0,0.0,0.0,85.0,61.0,72.0,45.0,0.0,0.0,45.0,17.0,38.0,11.0
107327,149.0,578.0,26.0,163.0,0.0,0.0,163.0,92.0,56.0,36.0,0.0,0.0,36.0,15.0,42.0,17.0
107442,,,,4.0,0.0,0.0,4.0,1.0,25.0,,,,,,,20.0
107460,306.0,462.0,66.0,268.0,0.0,0.0,268.0,147.0,55.0,45.0,0.0,1.0,46.0,13.0,28.0,12.0
107488,,,,152.0,0.0,0.0,152.0,142.0,93.0,,,,,,,8.0
107512,445.0,600.0,74.0,485.0,0.0,0.0,485.0,383.0,79.0,0.0,0.0,0.0,0.0,0.0,,12.0
107521,90.0,175.0,51.0,53.0,0.0,0.0,53.0,27.0,51.0,22.0,0.0,0.0,22.0,6.0,27.0,12.0
107549,121.0,405.0,30.0,129.0,0.0,0.0,129.0,88.0,68.0,8.0,0.0,0.0,8.0,3.0,38.0,13.0
107558,229.0,295.0,78.0,201.0,4.0,0.0,197.0,135.0,69.0,0.0,0.0,0.0,0.0,0.0,,14.0
107585,410.0,872.0,47.0,390.0,0.0,0.0,390.0,213.0,55.0,89.0,0.0,0.0,89.0,35.0,39.0,20.0
107600,217.0,326.0,67.0,90.0,0.0,0.0,90.0,65.0,72.0,,,,,,,11.0
107619,115.0,208.0,55.0,117.0,0.0,0.0,117.0,89.0,76.0,21.0,0.0,0.0,21.0,13.0,62.0,10.0
107637,45.0,342.0,13.0,39.0,0.0,0.0,39.0,21.0,54.0,93.0,0.0,0.0,93.0,34.0,37.0,9.0
107655,,,,8.0,0.0,0.0,8.0,5.0,63.0,,,,,,,14.0
107664,605.0,1271.0,48.0,729.0,0.0,0.0,729.0,436.0,60.0,191.0,0.0,0.0,191.0,61.0,32.0,15.0
107725,114.0,521.0,22.0,123.0,0.0,0.0,123.0,82.0,67.0,52.0,0.0,0.0,52.0,28.0,54.0,12.0
107743,135.0,351.0,38.0,172.0,0.0,0.0,172.0,106.0,62.0,33.0,0.0,0.0,33.0,16.0,48.0,16.0
107789,,,,35.0,0.0,0.0,35.0,31.0,89.0,,,,,,,18.0
107831,,,,5.0,0.0,0.0,5.0,4.0,80.0,0.0,0.0,0.0,0.0,0.0,,25.0
107840,112.0,126.0,89.0,56.0,0.0,0.0,56.0,18.0,32.0,14.0,0.0,0.0,14.0,2.0,14.0,12.0
107877,144.0,192.0,75.0,190.0,0.0,0.0,190.0,110.0,58.0,0.0,0.0,0.0,0.0,0.0,,16.0
107974,165.0,532.0,31.0,172.0,0.0,0.0,172.0,84.0,49.0,47.0,1.0,0.0,46.0,24.0,52.0,13.0
107983,703.0,1164.0,60.0,628.0,0.0,0.0,628.0,443.0,71.0,4.0,0.0,0.0,4.0,3.0,75.0,15.0
107992,195.0,322.0,61.0,201.0,0.0,0.0,201.0,115.0,57.0,41.0,0.0,0.0,41.0,10.0,24.0,11.0
108065,,,,7.0,0.0,0.0,7.0,6.0,86.0,2.0,0.0,0.0,2.0,2.0,100.0,15.0
108092,764.0,1136.0,67.0,570.0,1.0,0.0,569.0,405.0,71.0,29.0,0.0,0.0,29.0,16.0,55.0,19.0
108232,163.0,845.0,19.0,255.0,0.0,0.0,255.0,179.0,70.0,234.0,0.0,0.0,234.0,93.0,40.0,15.0
108667,159.0,2633.0,6.0,129.0,3.0,0.0,126.0,71.0,56.0,413.0,0.0,0.0,413.0,106.0,26.0,30.0
108807,780.0,3348.0,23.0,690.0,0.0,0.0,690.0,448.0,65.0,403.0,0.0,0.0,403.0,146.0,36.0,22.0
108852,56.0,88.0,64.0,76.0,0.0,0.0,76.0,62.0,82.0,,,,,,,12.0
108861,3.0,12.0,25.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2.0
108977,,,,13.0,0.0,0.0,13.0,11.0,85.0,16.0,0.0,0.0,16.0,15.0,94.0,25.0
109040,,,,99.0,0.0,0.0,99.0,73.0,74.0,,,,,,,31.0
109208,1147.0,9141.0,13.0,1043.0,0.0,0.0,1043.0,721.0,69.0,1958.0,0.0,0.0,1958.0,782.0,40.0,27.0
109350,1272.0,3731.0,34.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,22.0
109651,275.0,423.0,65.0,273.0,4.0,0.0,269.0,231.0,86.0,,,,,,,8.0
109721,,,,122.0,0.0,0.0,122.0,83.0,68.0,,,,,,,15.0
109730,,,,,,,,,,,,,,,,12.0
109785,510.0,654.0,78.0,624.0,0.0,0.0,624.0,486.0,78.0,10.0,0.0,0.0,10.0,2.0,20.0,10.0
109819,1604.0,7765.0,21.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,28.0
109907,260.0,1260.0,21.0,195.0,0.0,0.0,195.0,124.0,64.0,117.0,0.0,0.0,117.0,38.0,32.0,21.0
109934,,,,36.0,0.0,0.0,36.0,27.0,75.0,,,,,,,20.0
110060,23.0,43.0,53.0,61.0,0.0,0.0,61.0,11.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0
110097,694.0,969.0,72.0,644.0,0.0,0.0,644.0,543.0,84.0,3.0,0.0,0.0,3.0,1.0,33.0,13.0
110194,,,,162.0,0.0,0.0,162.0,143.0,88.0,,,,,,,15.0
110219,373.0,515.0,72.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,28.0
110246,1093.0,3241.0,34.0,965.0,0.0,0.0,965.0,676.0,70.0,1009.0,0.0,0.0,1009.0,303.0,30.0,20.0
110316,,,,,,,,,,,,,,,,13.0
110334,549.0,2721.0,20.0,718.0,0.0,0.0,718.0,530.0,74.0,559.0,0.0,0.0,559.0,219.0,39.0,16.0
110361,1269.0,2588.0,49.0,1332.0,1.0,0.0,1331.0,965.0,73.0,40.0,0.0,0.0,40.0,13.0,33.0,18.0
110370,190.0,276.0,69.0,209.0,0.0,0.0,209.0,164.0,78.0,,,,,,,7.0
110404,224.0,232.0,97.0,270.0,1.0,0.0,269.0,264.0,98.0,,,,,,,3.0
110413,602.0,825.0,73.0,490.0,0.0,0.0,490.0,397.0,81.0,,,,,,,14.0
110422,5099.0,5983.0,85.0,4859.0,0.0,0.0,4859.0,4566.0,94.0,25.0,0.0,0.0,25.0,16.0,64.0,20.0
110468,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,4.0
110486,1080.0,2322.0,47.0,1137.0,0.0,0.0,1137.0,829.0,73.0,28.0,0.0,0.0,28.0,13.0,46.0,19.0
110495,963.0,2496.0,39.0,874.0,0.0,0.0,874.0,706.0,81.0,77.0,0.0,0.0,77.0,36.0,47.0,18.0
110510,2236.0,5114.0,44.0,1908.0,0.0,0.0,1908.0,1528.0,80.0,93.0,0.0,0.0,93.0,49.0,53.0,23.0
110529,3576.0,6716.0,53.0,3386.0,0.0,0.0,3386.0,2935.0,87.0,77.0,0.0,0.0,77.0,42.0,55.0,25.0
110538,1970.0,3483.0,57.0,1877.0,0.0,0.0,1877.0,1499.0,80.0,52.0,0.0,0.0,52.0,20.0,38.0,20.0
110547,1908.0,4068.0,47.0,1920.0,0.0,0.0,1920.0,1348.0,70.0,128.0,0.0,0.0,128.0,41.0,32.0,22.0
110556,3236.0,6290.0,51.0,3170.0,0.0,0.0,3170.0,2400.0,76.0,281.0,0.0,0.0,281.0,117.0,42.0,21.0
110565,4965.0,9983.0,50.0,4064.0,0.0,0.0,4064.0,3475.0,86.0,155.0,0.0,0.0,155.0,73.0,47.0,24.0
110574,882.0,2822.0,31.0,921.0,0.0,0.0,921.0,690.0,75.0,20.0,0.0,0.0,20.0,10.0,50.0,22.0
110583,5260.0,9480.0,55.0,4740.0,0.0,0.0,4740.0,4050.0,85.0,125.0,0.0,0.0,125.0,84.0,67.0,22.0
110592,3715.0,6602.0,56.0,3895.0,0.0,0.0,3895.0,2862.0,73.0,200.0,0.0,0.0,200.0,78.0,39.0,22.0
110608,4899.0,10126.0,48.0,4617.0,0.0,0.0,4617.0,3449.0,75.0,99.0,0.0,0.0,99.0,45.0,45.0,24.0
110617,3804.0,8024.0,47.0,3486.0,0.0,0.0,3486.0,2797.0,80.0,95.0,0.0,0.0,95.0,50.0,53.0,24.0
110635,6680.0,9435.0,71.0,6892.0,0.0,0.0,6892.0,6608.0,96.0,39.0,0.0,0.0,39.0,33.0,85.0,19.0
110644,6292.0,9194.0,68.0,7382.0,0.0,0.0,7382.0,6784.0,92.0,100.0,0.0,0.0,100.0,75.0,75.0,21.0
110653,5656.0,8259.0,68.0,6473.0,0.0,0.0,6473.0,5908.0,91.0,16.0,0.0,0.0,16.0,12.0,75.0,18.0
110662,6450.0,10149.0,64.0,6567.0,0.0,0.0,6567.0,6341.0,97.0,17.0,0.0,0.0,17.0,9.0,53.0,18.0
110671,5522.0,7097.0,78.0,5154.0,0.0,0.0,5154.0,4502.0,87.0,50.0,0.0,0.0,50.0,17.0,34.0,24.0
110680,6530.0,9618.0,68.0,7506.0,0.0,0.0,7506.0,7010.0,93.0,36.0,0.0,0.0,36.0,28.0,78.0,19.0
110705,4944.0,7102.0,70.0,4884.0,0.0,0.0,4884.0,4511.0,92.0,14.0,0.0,0.0,14.0,8.0,57.0,17.0
110714,3834.0,5086.0,75.0,4155.0,0.0,0.0,4155.0,3655.0,88.0,33.0,0.0,0.0,33.0,17.0,52.0,23.0
110778,,,,,,,,,,,,,,,,11.0
110875,,,,8.0,0.0,0.0,8.0,8.0,100.0,,,,,,,14.0
110918,,,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,100.0,1.0
111045,2.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,12.0
111054,,,,1.0,0.0,0.0,1.0,1.0,100.0,,,,,,,18.0
111081,189.0,253.0,75.0,204.0,0.0,0.0,204.0,173.0,85.0,0.0,0.0,0.0,0.0,0.0,,7.0
111188,145.0,215.0,67.0,195.0,0.0,0.0,195.0,142.0,73.0,,,,,,,12.0
111434,268.0,2205.0,12.0,154.0,0.0,0.0,154.0,116.0,75.0,450.0,0.0,0.0,450.0,162.0,36.0,22.0
111461,1354.0,4132.0,33.0,1263.0,0.0,0.0,1263.0,899.0,71.0,735.0,0.0,0.0,735.0,267.0,36.0,26.0
111513,,,,12.0,0.0,0.0,12.0,10.0,83.0,2.0,0.0,0.0,2.0,2.0,100.0,20.0
111638,,,,5.0,0.0,0.0,5.0,4.0,80.0,,,,,,,19.0
111708,,,,39.0,0.0,0.0,39.0,38.0,97.0,,,,,,,25.0
111717,,,,33.0,0.0,0.0,33.0,31.0,94.0,1.0,0.0,0.0,1.0,1.0,100.0,15.0
111726,,,,36.0,0.0,0.0,36.0,30.0,83.0,,,,,,,13.0
111744,,,,31.0,1.0,0.0,30.0,21.0,70.0,,,,,,,14.0
111762,,,,22.0,0.0,0.0,22.0,19.0,86.0,,,,,,,15.0
111799,,,,29.0,0.0,0.0,29.0,26.0,90.0,,,,,,,26.0
111887,2282.0,6797.0,34.0,1878.0,0.0,0.0,1878.0,1234.0,66.0,1307.0,0.0,0.0,1307.0,580.0,44.0,26.0
111896,185.0,2204.0,8.0,153.0,0.0,0.0,153.0,69.0,45.0,496.0,0.0,0.0,496.0,141.0,28.0,23.0
